Time----------,Event----------,Altitude----------,Velocity----------,Acceleration----------,Latitude----------,Longitude----------,GyroX----------,GyroY----------,GyroZ----------,Pitch Rate----------,Roll Rate----------,Yaw Rate----------,MagX----------,MagY----------,MagZ----------
00:03:35:597,,13120.4,-84.8042,64820.2,43.8293,-120.652,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:36:599,,12982.7,-137.653,65938.3,43.8295,-120.652,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:37:600,,12898.5,-84.1787,65034.4,43.8298,-120.652,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:38:613,,12764.2,-134.291,12464.1,43.83,-120.651,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:39:616,,12656.8,-107.471,66423.4,43.8301,-120.651,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:40:630,,12543.1,-113.623,12718.2,43.8302,-120.651,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:41:631,,12456.5,-86.6824,66530.1,43.8304,-120.651,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:42:633,,12359.3,-97.1047,12011.4,43.8307,-120.651,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:43:647,,12235.3,-124.061,11794.8,43.8309,-120.651,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:44:650,,12146.7,-88.5675,66152.6,43.8311,-120.651,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:45:664,,12033.6,-113.099,11850.5,43.8312,-120.651,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:46:666,,11923.2,-110.392,13091,43.8314,-120.651,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:47:668,,11810.5,-112.724,66399.1,43.8316,-120.651,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:48:680,,11706.4,-104.136,66812.2,43.8318,-120.651,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:49:682,,11594,-112.374,13307.5,43.832,-120.651,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:50:697,,11487.9,-106.101,13109.3,43.8321,-120.651,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:51:699,,11374.1,-113.815,66215.6,43.8323,-120.651,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:52:713,,11266.5,-107.574,13203.7,43.8325,-120.651,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:53:716,,11138.4,-128.143,66647.1,43.8327,-120.651,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:54:730,,11044.9,-93.4229,65514.9,43.8329,-120.65,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:55:733,,10927.9,-117.041,66292.6,43.833,-120.65,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:56:746,,10837.8,-90.1342,65600.3,43.8331,-120.65,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:57:749,,10710.5,-127.236,65441.7,43.8332,-120.65,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:58:750,,10618.8,-91.6861,65705.1,43.8334,-120.65,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:59:764,,10504.7,-114.113,66407.6,43.8336,-120.65,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:00:766,,10404.1,-100.643,66455.6,43.8338,-120.65,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:01:780,,10276.5,-127.615,66082.5,43.8338,-120.65,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:02:783,,10173.5,-102.919,66664.2,43.8339,-120.649,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:03:797,,10070.1,-103.436,66471,43.8341,-120.649,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:04:799,,9978.6,-91.5084,12247,43.8343,-120.649,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:05:813,,9864.28,-114.324,66066.5,43.8344,-120.649,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:06:816,,9766.14,-98.1419,66360.8,43.8345,-120.649,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:07:830,,9670.01,-96.1311,65762.3,43.8345,-120.649,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:08:832,,9549.63,-120.378,65072,43.8346,-120.649,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:09:833,,9442.79,-106.844,64386.7,43.8348,-120.649,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:10:847,,9340.51,-102.273,64665.4,43.8349,-120.649,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:11:849,,9245.7,-94.8154,65527.6,43.8349,-120.648,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:12:863,,9126.54,-119.155,64775.6,43.8349,-120.648,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:13:865,,9019.9,-106.64,65423.3,43.835,-120.648,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:14:880,,8914.46,-105.445,65388.2,43.8351,-120.648,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:15:881,,8816.39,-98.0653,65725.1,43.8352,-120.648,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:16:883,,8722.75,-93.6375,65533.9,43.8353,-120.648,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:17:884,,8604.77,-117.984,65778.8,43.8353,-120.648,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:18:897,,8500.72,-104.046,65410.3,43.8353,-120.648,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:19:899,,8403.14,-97.584,65252.5,43.8354,-120.648,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:20:913,,8303.42,-99.717,65504.3,43.8355,-120.648,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:21:916,,8206.45,-96.968,13147.2,43.8356,-120.648,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:22:930,,8099.69,-106.761,12366.4,43.8356,-120.647,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:23:932,,7998.53,-101.166,66663.4,43.8355,-120.647,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:24:946,,7886.46,-112.068,66620.5,43.8355,-120.647,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:25:949,,7799.17,-87.2865,66658.2,43.8356,-120.647,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:26:963,,7693.4,-105.778,64817.5,43.8357,-120.647,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:27:965,,7581.22,-112.172,65508.8,43.8356,-120.647,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:28:979,,7480.93,-100.295,63865.5,43.8356,-120.647,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:29:982,,7375.43,-105.498,65653.1,43.8355,-120.647,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:30:996,,7277.36,-98.0667,13447.9,43.8356,-120.647,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:31:998,,7174.51,-102.857,12290.2,43.8357,-120.647,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:33:012,,7074.72,-99.7859,66626.2,43.8357,-120.647,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:34:013,,6970.97,-103.754,12900.7,43.8357,-120.647,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:35:016,,6873.38,-97.5898,65820.1,43.8356,-120.647,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:36:017,,6096.53,-776.843,65401.7,43.8356,-120.647,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:37:030,,5996.7,-99.8347,66022.9,43.8357,-120.647,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:38:032,,5896.43,-100.274,64707.7,43.8357,-120.647,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:39:046,,5800.97,-95.4547,65782.3,43.8357,-120.647,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:40:047,,5694.96,-106.016,66499,43.8357,-120.647,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:41:048,,5611.67,-83.2901,13646.5,43.8357,-120.647,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:42:063,,5520.78,-90.884,12223.9,43.8358,-120.647,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:43:065,,5412.73,-108.052,13230.1,43.8358,-120.647,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:44:079,,5316.13,-96.6008,66048.7,43.8358,-120.647,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:45:082,,5219.08,-97.0453,65535,43.8358,-120.647,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:46:096,,5123.8,-95.2812,65024.7,43.8358,-120.647,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:47:098,,5403.83,280.032,65549.3,43.8358,-120.647,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:48:099,,5298.03,-105.809,66357.1,43.8359,-120.646,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:49:112,,5200.67,-97.3585,66144.7,43.8358,-120.646,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:50:114,,5110.58,-90.0861,66511,43.8357,-120.646,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:51:115,,5010.5,-100.083,65597.1,43.8356,-120.646,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:52:130,,4904.89,-105.607,64962.3,43.8356,-120.646,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:53:132,,4796.36,-108.531,65245.9,43.8356,-120.646,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:54:146,,4700.88,-95.479,64635.1,43.8356,-120.646,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:55:148,,4621.23,-79.6499,65628,43.8354,-120.646,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:56:163,,4508.61,-112.619,11952.7,43.8354,-120.646,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:57:165,,4413.27,-95.3438,66336.1,43.8353,-120.646,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:58:179,,4317.13,-96.1354,11960.6,43.8354,-120.646,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:04:59:181,,4210.93,-106.202,65948.4,43.8354,-120.646,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:00:195,,4112.2,-98.7348,66233.9,43.8353,-120.646,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:01:198,,4013.76,-98.4321,65549.8,43.8352,-120.646,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:02:212,,3915.28,-98.4852,65893.1,43.8351,-120.646,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:03:214,,3811.8,-103.474,64995.5,43.8352,-120.646,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:04:229,,3721.32,-90.487,64573.5,43.8352,-120.646,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:05:231,,3626.18,-95.1416,64715.9,43.8351,-120.646,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:06:232,,3504.41,-121.764,66060.2,43.835,-120.646,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:07:245,,3406.77,-97.6382,11319.2,43.8349,-120.646,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:08:248,,3319.15,-87.6225,65864.9,43.8349,-120.646,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:09:263,,3226.92,-92.2332,13436.6,43.8349,-120.646,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:10:266,,3120.1,-106.814,65795.5,43.8347,-120.645,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:11:279,,3009.86,-110.245,65865.7,43.8346,-120.645,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:12:282,,2904.44,-105.415,65128.1,43.8345,-120.646,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:13:296,,2801.08,-103.364,65593.9,43.8345,-120.646,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:14:298,,2709.29,-91.7928,65615.2,43.8344,-120.646,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:15:312,,2620.13,-89.1551,65907,43.8343,-120.645,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:16:314,,2503.44,-116.688,65917.8,43.8342,-120.645,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:17:328,,2408.77,-94.6701,66291,43.8341,-120.645,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:18:331,,2303.94,-104.829,66585.6,43.8341,-120.646,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:19:345,,2224.29,-79.6597,66729.7,43.8341,-120.645,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:20:348,,2116.03,-108.253,66084.6,43.834,-120.645,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:21:362,,2007.47,-108.561,65742,43.8339,-120.645,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:22:364,,1922.21,-85.259,66084.5,43.8338,-120.645,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:23:378,,1819.27,-102.946,13170.3,43.8337,-120.645,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:24:381,,1743.1,-76.17,66742.8,43.8337,-120.645,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:25:395,,1641.37,-101.724,66159.7,43.8337,-120.645,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:26:396,,1543.91,-97.4635,14140,43.8335,-120.645,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:27:398,,1450.34,-93.5679,12435.3,43.8334,-120.645,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:28:412,,1372.73,-77.6059,14847.5,43.8334,-120.645,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:29:415,,1279.65,-93.0806,64888.5,43.8333,-120.645,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:30:429,,1181.31,-98.3451,65913.8,43.8332,-120.645,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:31:431,,1093.63,-87.6754,65984.3,43.8331,-120.645,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:32:445,,1001.02,-92.6162,66217.5,43.8328,-120.645,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:33:447,,908.339,-92.6782,66409.7,43.8328,-120.645,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:34:462,,779.926,-128.413,66693.6,43.8327,-120.645,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:35:464,,741.404,-38.5224,64297.2,43.8326,-120.645,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:36:465,,621.951,-119.453,65055.8,43.8325,-120.645,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:37:478,,549.146,-72.8042,64678.2,43.8324,-120.645,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:38:481,,456.14,-93.0061,65837.6,43.8323,-120.645,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:39:495,,367.519,-88.621,66442.4,43.8322,-120.644,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:40:497,,260.792,-106.727,64861.3,43.832,-120.644,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:41:511,,165.756,-95.0354,64993.1,43.832,-120.644,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:42:513,,72.5656,-93.1908,66187.4,43.8319,-120.644,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:43:515,,-42.9282,-115.494,66395.8,43.8319,-120.644,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:44:529,,-135.221,-92.293,66275.7,43.8317,-120.644,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:45:531,,-228.815,-93.5941,63714.9,43.8316,-120.644,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:46:545,,-350.094,-121.278,66311.4,43.8315,-120.644,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:47:546,,-454.534,-104.441,65888.7,43.8315,-120.644,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:48:547,,140727,141182,0,GPS ERROR,GPS ERROR,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:49:562,Apogee,140727,0,0,GPS ERROR,GPS ERROR,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:50:564,,140727,0,0,GPS ERROR,GPS ERROR,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:51:578,,nan,nan,nan,GPS ERROR,GPS ERROR,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:52:580,,nan,nan,nan,GPS ERROR,GPS ERROR,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:53:595,,nan,nan,nan,GPS ERROR,GPS ERROR,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:54:597,,nan,nan,nan,GPS ERROR,GPS ERROR,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:55:611,,nan,nan,nan,GPS ERROR,GPS ERROR,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:56:613,,nan,nan,nan,GPS ERROR,GPS ERROR,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:57:614,,nan,nan,nan,GPS ERROR,GPS ERROR,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:58:628,,nan,nan,nan,GPS ERROR,GPS ERROR,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:05:59:631,,nan,nan,nan,GPS ERROR,GPS ERROR,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:06:00:644,,nan,nan,nan,GPS ERROR,GPS ERROR,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:06:01:645,,nan,nan,nan,GPS ERROR,GPS ERROR,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:06:02:648,,nan,nan,nan,GPS ERROR,GPS ERROR,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
