Time----------,Event----------,Altitude----------,Velocity----------,Acceleration----------,Latitude----------,Longitude----------,GyroX----------,GyroY----------,GyroZ----------,Pitch Rate----------,Roll Rate----------,Yaw Rate----------,MagX----------,MagY----------,MagZ----------
-00:01:17:667,,80007.3,0,85402.5,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',865,65176,272,-56,64684,-65169,0,4.34378e-311,8.46809e-313
-00:01:18:668,,80007.3,0,85402.5,GPS ERROR,GPS ERROR,N 40° 3.9039',W 105° 12.5792',865,65176,272,-56,64684,-65169,0,4.34378e-311,8.46809e-313
-00:01:19:670,,80007.3,0,85402.5,GPS ERROR,GPS ERROR,N 40° 3.9039',W 105° 12.5792',865,65176,272,-56,64684,-65169,0,4.34378e-311,8.46809e-313
-00:01:20:671,,80007.3,0,85402.5,GPS ERROR,GPS ERROR,N 40° 3.9039',W 105° 12.5792',865,65176,272,-56,64684,-65169,0,4.34378e-311,8.46809e-313
-00:01:21:673,,80007.3,0,85402.5,GPS ERROR,GPS ERROR,N 40° 3.9039',W 105° 12.5792',865,65176,272,-56,64684,-65169,0,4.34378e-311,8.46809e-313
-00:01:22:674,,80007.3,0,85402.5,GPS ERROR,GPS ERROR,N 40° 3.9039',W 105° 12.5792',865,65176,272,-56,64684,-65169,0,4.34378e-311,8.46809e-313
-00:01:23:675,,80007.3,0,85402.5,GPS ERROR,GPS ERROR,N 40° 3.9039',W 105° 12.5792',865,65176,272,-56,64684,-65169,0,4.34378e-311,8.46809e-313
-00:01:24:677,,80007.3,0,85402.5,GPS ERROR,GPS ERROR,N 40° 3.9039',W 105° 12.5792',865,65176,272,-56,64684,-65169,0,4.34378e-311,8.46809e-313
-00:01:25:678,,80007.3,0,85402.5,GPS ERROR,GPS ERROR,N 40° 3.9039',W 105° 12.5792',865,65176,272,-56,64684,-65169,0,4.34378e-311,8.46809e-313
-00:01:26:679,,80007.3,0,85402.5,GPS ERROR,GPS ERROR,N 40° 3.9039',W 105° 12.5792',865,65176,272,-56,64684,-65169,0,4.34378e-311,8.46809e-313
-00:01:27:680,,80007.3,0,85402.5,GPS ERROR,GPS ERROR,N 40° 3.9039',W 105° 12.5792',865,65176,272,-56,64684,-65169,0,4.34378e-311,8.46809e-313
-00:01:28:681,,80007.3,0,85402.5,GPS ERROR,GPS ERROR,N 40° 3.9039',W 105° 12.5792',865,65176,272,-56,64684,-65169,0,4.34378e-311,8.46809e-313
-00:01:29:683,,80007.3,0,85402.5,GPS ERROR,GPS ERROR,N 40° 3.9039',W 105° 12.5792',865,65176,272,-56,64684,-65169,0,4.34378e-311,8.46809e-313
